ICD9,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
38,0,0,0,0.046910364,0.080843873,0.049891479,0.038606219,0.088179864,0.184661046,0.020130858,0.055270374,0.140083298,0,0,0.129913926,0,0,0.024615126,0.024676288,0.080355056
414,0,0.105845839,0.073449239,0.039311945,0.015026461,0.12315201,0,0.046069123,0.129792899,0,0.071431696,0.087279998,0,0.049016595,0.045920577,0,0.04879408,0.106641777,0.011919532,0.013924748
414,0,0.084245466,0,0.039306536,0.025616109,0.318444252,0,0.025367951,0.027263513,0.051922631,0.06234628,0.135179833,0,0,0,0,0.037587561,0.043696169,0.089793935,0.01422515
424,0.229619667,0,0,0.025191844,0.031246638,0.288933933,0,0.037762705,0.053614348,0,0.065243594,0.096298717,0.058794476,0,0,0,0.034596514,0.017592866,0,0.011940271
38,0,0,0,0.070477679,0.15970844,0.06337741,0.039792355,0.07713826,0.267359585,0.017322568,0.072741136,0.149255186,0,0,0,0,0,0.012379512,0.014862724,0.028001716
414,0,0.306085318,0.010863001,0.045462407,0.016325766,0.107275181,0,0.027781332,0.07448604,0,0.045463838,0.224181518,0,0,0,0,0.017388897,0.048038889,0.01399293,0.015578461
414,0,0.040111341,0,0.058668915,0.034807488,0.183060929,0,0.040751513,0.071876884,0,0.028742196,0.299835175,0.02897387,0,0,0.033039678,0.036002472,0.092644192,0,0.011580153
414,0,0.029813938,0,0.089266554,0.020458901,0.17003344,0.028368661,0.030035222,0.027820466,0.025973842,0.014910602,0.247000098,0,0.0651187,0,0,0.021252578,0.093354225,0.060961027,0.049409904
424,0,0.066504575,0.096199356,0.089980893,0.016309241,0.247955725,0,0.065761238,0.054876916,0,0.018337768,0.125888541,0,0,0,0,0.017514301,0.069197334,0.013496205,0.072358474
424,0.031575538,0.089308478,0.011548772,0.0732897,0.017141053,0.081163824,0,0.114718288,0.162212461,0.035608977,0.020120393,0.102532268,0.01045902,0,0,0,0.022175256,0.172857985,0.016124524,0.016597072
414,0,0.053378981,0.011773855,0.071089461,0.016325898,0.122333199,0,0.069209501,0.041240823,0,0.074084811,0.15395768,0.095153607,0,0,0,0.036394872,0.083726153,0.11798951,0.015578587
38,0,0.0355823,0.026079834,0.221917301,0.153579071,0.029395731,0.014452651,0.130413666,0.139687181,0,0.049469206,0.088372901,0,0.021714151,0,0,0,0.017916868,0,0.054220289
414,0,0.089409515,0.011426655,0.042897053,0.017592279,0.153504401,0,0.083348945,0.027828196,0.034732651,0.044575822,0.296930343,0.010451931,0.032600917,0,0,0.056478839,0.043577511,0.016379502,0.016764468
38,0,0.014622811,0,0.27153644,0.041398171,0.015987927,0.144499719,0.079323575,0.067928679,0,0.033842564,0.188176021,0,0,0,0,0,0.028151374,0.027994156,0.063878089
410,0,0.064336345,0,0.053339049,0,0.043064553,0,0.041877385,0.020410003,0,0.010738288,0.064760484,0.034881871,0,0,0,0.02257769,0.082696557,0.489196032,0.035164587
38,0.012395968,0.067328528,0,0.065067723,0.066363819,0.076140724,0,0.06151088,0.176491544,0.01465782,0.048952546,0.253244668,0,0.012801514,0.021176079,0,0.028150978,0.054285087,0.019586615,0
414,0,0.014960486,0.01014017,0.121043056,0.019388359,0.052494913,0,0.027591819,0.090832725,0,0.089468814,0.236046121,0,0.073374316,0,0,0.0456472,0.107304424,0.059362635,0.014694401
38,0,0,0,0.229514793,0.066264875,0.047360491,0.024380313,0.079663217,0.072102457,0,0.014501275,0.174266905,0,0.035065167,0,0.018541681,0.094120301,0.054159801,0.041426618,0.010952425
410,0.012573741,0.013989665,0.020875312,0.073772624,0,0.046865378,0.010246007,0.032445204,0.095400453,0.017725626,0.056196298,0.152750939,0,0.021908214,0,0,0.083627604,0.043828268,0.288140565,0.018557202
38,0,0,0,0.121945962,0.053652532,0.032282695,0.116838448,0.047400553,0.093664348,0.024855517,0.05393875,0.208185956,0,0.034387153,0,0,0.022754248,0.024418944,0,0.126729026
410,0.021544585,0.012993471,0.042508498,0.041290183,0.056506842,0.037915759,0,0.103441939,0.05943298,0.011333823,0.079768315,0.065109812,0.054495558,0,0,0,0.074620932,0.019068414,0.30221653,0
38,0,0,0.016498929,0.359072804,0.064421378,0.046444491,0.07694599,0.040930539,0.083347835,0.010530758,0.013549851,0.133410305,0.025535343,0,0,0,0.017053392,0,0.012721512,0.068566509
424,0.155018196,0.025172012,0.021692432,0.078657933,0.032601081,0.118757747,0.015191312,0.055476811,0.054046009,0.018592739,0.038790599,0.195232883,0.019878654,0.014548802,0,0,0.036493178,0.048493706,0.027121095,0.031108778
38,0,0.02465415,0,0.227474898,0.204938129,0.152248055,0,0.020753371,0.018280048,0,0.014511075,0.23301211,0,0,0,0,0.012779349,0.018591605,0.020644637,0.012712397
410,0.013958545,0.022021079,0.039981164,0.056017455,0.032763906,0.044187974,0,0.133361578,0.021087833,0.013010488,0.072591178,0.129235581,0,0.012318362,0,0,0.018362183,0.064776614,0.300985545,0.016522732
38,0,0,0,0.130486771,0.212954283,0.028576203,0,0.069040567,0.072022066,0,0.011283339,0.115481146,0,0.039339621,0,0,0.249757349,0.012152643,0,0.020585306
414,0,0.019592011,0.016962605,0.054167375,0.025374243,0.221105531,0.011823781,0.079075739,0.079055257,0.014471198,0.029784618,0.104772173,0.015472057,0.048274674,0,0,0.027026609,0.094532773,0.021513233,0.116991334
414,0,0.01151153,0.06947951,0.053599037,0.015486692,0.15433532,0,0.047063094,0.024060866,0,0.060901251,0.127816454,0,0.028332558,0,0,0.063765831,0.280726433,0.012352629,0.014226501
414,0.025267415,0.033180561,0.068905383,0.109251119,0.013716774,0.2270834,0,0.028796583,0.022156944,0,0.018090256,0.133563027,0.051787555,0,0,0,0.12549752,0.086921059,0.013078394,0.016399896
410,0.041054219,0.049426932,0.022672487,0.086386956,0.035339862,0.035339713,0,0.03092828,0.087064408,0,0.077562474,0.050927214,0.071902633,0,0,0,0.226637214,0.084085971,0.011781516,0.062504165
414,0.011485551,0.066350609,0.1053828,0.066336393,0.029774582,0.167747349,0.013874232,0.054861661,0.047102269,0.016980758,0.034949794,0.110937819,0.074408934,0.013287427,0,0,0.07607612,0.044374574,0.023930257,0.030151065
38,0.012992225,0,0.016859442,0.203042895,0.210426241,0.028204357,0.013603342,0.107991062,0.044043083,0.027219394,0.042746805,0.170151159,0.021898219,0.013055617,0,0,0.020262687,0.022343172,0.01662251,0.020388357
410,0,0.011090665,0.056020822,0.058486164,0.017644059,0.042239517,0.051143408,0.058345094,0.026608378,0,0.032182552,0.250228733,0.123100825,0,0,0,0.102522925,0.096304163,0.013582695,0.034424003
410,0,0.018250687,0.05493753,0.069565512,0.032430157,0.092683934,0.026345948,0.037953909,0.045022778,0,0.135382429,0.171435907,0.027467119,0.048893787,0,0,0.016387807,0.061896883,0.127603441,0.022231372
414,0,0.016565675,0.191371694,0.037434421,0.021854552,0.054456767,0,0.045603916,0.020359125,0.014484768,0.011982735,0.061927628,0.275410086,0.040501814,0,0,0.043635171,0.086189963,0,0.069083974
424,0.034068309,0.090378806,0.011697038,0.060588248,0.017579222,0.307795405,0,0.02991432,0.027809668,0.010025615,0.02063472,0.104544558,0.010734284,0,0,0,0.019256171,0.200216398,0.014285059,0.016774539
414,0,0.023133369,0.016884565,0.090482667,0.025375443,0.310955226,0.01182434,0.043181043,0.040142998,0.051412009,0.066731907,0.126679912,0.015472788,0.011324234,0,0,0.063959628,0.037745658,0.020425227,0.024213891
414,0,0.129236296,0.016281659,0.052506004,0.025241887,0.132765323,0.011585215,0.042523071,0.133807972,0.014109843,0.06240553,0.086105399,0.014939222,0.010919874,0,0,0.02683177,0.178146809,0.019666364,0.023636833
414,0,0.024266006,0.013352835,0.055895999,0.018041663,0.276169032,0,0.034107864,0.175378203,0.037112106,0.021177541,0.12318103,0.037322897,0,0,0,0.024321647,0.09677963,0.014979752,0.017215813
414,0.026305925,0.043937549,0,0.082668498,0.024357203,0.037392918,0.017439999,0.010656092,0.101132758,0,0.033355404,0.05692441,0.011431629,0,0,0.481868476,0.019445233,0.010365938,0.010517566,0.021396553
38,0,0.031223977,0.015948692,0.119909078,0.091863573,0.118676625,0,0.115099594,0.279918045,0.02068283,0.038184557,0.058955338,0,0,0,0,0.015774513,0.029577488,0,0.036393423
414,0.010569046,0.021155125,0.018230807,0.117514245,0.027398681,0.318510145,0.01276712,0.04662396,0.079314969,0.015625756,0.03216093,0.137867928,0.016983721,0.012227139,0,0,0.029182877,0.040755201,0.025934974,0.026144518
38,0,0.019059528,0,0.090535924,0.223994538,0.03181484,0.020478074,0.114019699,0.11515981,0.035899706,0.036631308,0.175417185,0,0.025153928,0,0,0.012681354,0,0.042325217,0.038595397
414,0.013895237,0.027812866,0.024558922,0.091665708,0.036021337,0.264467418,0.016785068,0.071464978,0.056984402,0.020543348,0.042282317,0.125704572,0.02196417,0.016075151,0,0,0.038367037,0.053581294,0.028950863,0.034372475
414,0.018208425,0,0.026803983,0.039044272,0.01039515,0.057205878,0,0.092335269,0.01646222,0,0.051626317,0.038226925,0.039352734,0,0,0,0.220196217,0.266869932,0,0.086938761
38,0,0.038292263,0,0.142893717,0.232138678,0.02230054,0,0.05183826,0.197979927,0.019416051,0.023508694,0.159602746,0,0.016280143,0.025398629,0,0.012458322,0.012008776,0,0.020323016
414,0,0.03892203,0,0.155768916,0.015078587,0.290993303,0,0.066047475,0.036890995,0,0.045714155,0.144101515,0,0,0,0,0.039282657,0.087262183,0.013052002,0.01395858
424,0.033006195,0.062413435,0.010865177,0.03591875,0.016329037,0.348877221,0,0.02783191,0.031808499,0,0.019201932,0.097604074,0.105072148,0,0,0,0.100020938,0.028019343,0.01312388,0.039124418
424,0,0.06487748,0.026951404,0.082490049,0.0382539,0.180071488,0,0.052423593,0.061768882,0,0.042156082,0.127626479,0.030373329,0.024168314,0,0,0.09514726,0.127139241,0.010267334,0.012949159
414,0,0,0,0.094654158,0.018097201,0.1012346,0,0.043809559,0.030816881,0.013764091,0.096655294,0.278881907,0.044862241,0,0,0.018660735,0.058278568,0.085643463,0.05776526,0.036308195
410,0,0,0.022920875,0.055134691,0.034756269,0.131852046,0,0.02603109,0.030106148,0,0.125003636,0.16690138,0,0,0.143022835,0,0.038727801,0.097091518,0.051238529,0.039962415
410,0,0.025401989,0.06928698,0.063597724,0.011246999,0.061411422,0,0.019138223,0.018482689,0,0.032800846,0.089762323,0.063733891,0,0.051768739,0,0.326106966,0.107955024,0.021772446,0.014159107
38,0,0.036964368,0,0.287447155,0.164635062,0.019349404,0,0.082631007,0.069663025,0.025378298,0.041482866,0.184717566,0.017083436,0,0,0,0.012249138,0.014798099,0,0.02627196
410,0,0.020734558,0.01572207,0.055940282,0.025576953,0.214396954,0.011010239,0.042822137,0.106177233,0.084694296,0.031561915,0.211060449,0.014723167,0.010544566,0,0,0.025167027,0.069556013,0.018990444,0.022693841
38,0,0,0.018090356,0.153181553,0.055534612,0.021615393,0,0.072004378,0.222375214,0.029502878,0.042185064,0.237030923,0,0,0.072904445,0,0.010072662,0,0.022539988,0.01214576
424,0.030712591,0.206604168,0.010908264,0.074312337,0.016327558,0.205842435,0,0.07126487,0.050590523,0,0.043162312,0.09053205,0.057600133,0,0,0,0.01866872,0.055656832,0.015074614,0.021893613
410,0,0.013685131,0.039590403,0.044423852,0.01797119,0.088496193,0,0.055105746,0.031015476,0.010227981,0.090392932,0.205272987,0.010778341,0,0,0,0.267952651,0.036717363,0.040795133,0.017678156
410,0,0.011440229,0.012477345,0.17626147,0.017109344,0.105739683,0,0.056237184,0.039503016,0.029506996,0.027551364,0.225415751,0.030146834,0,0,0,0.129726842,0.065765902,0.033386491,0.014641816
414,0.034940828,0.154585168,0.011697493,0.059211653,0.019819219,0.13824372,0.057226002,0.032375712,0.091405146,0.06575831,0.020635523,0.108983725,0.036529526,0,0,0,0.058923505,0.026525661,0.014377444,0.053838056
424,0,0,0,0.02610369,0.102750257,0.156422481,0,0.183022335,0.077928707,0.016647559,0.038348846,0.099401377,0.028193383,0,0,0,0.171611324,0.049869008,0,0.014902011
38,0,0,0,0.223673955,0.098541968,0.038409222,0,0.098630786,0.013644445,0,0.043859977,0.096309021,0.024216145,0.044076867,0,0,0.211926162,0.030881686,0,0.047880504
414,0,0.154117927,0.038890045,0.050961535,0,0.073923267,0,0.049460828,0.084230572,0,0.019108346,0.148897663,0,0.015921582,0.019872226,0.033150647,0.033998519,0.141506284,0.053696085,0.055484243
410,0,0.029967494,0.02877677,0.097334228,0.013448264,0.085303418,0,0.023337997,0.032144722,0.027254399,0.015785748,0.075836852,0.047438078,0,0,0.021851242,0.18533507,0.155975178,0.068022132,0.071584575
424,0.03800882,0.013597206,0.051276252,0.025868941,0,0.260386497,0,0.054492638,0.049091026,0,0.030498771,0.086635821,0.244224414,0,0.027333003,0,0.018664008,0.013852925,0.042053092,0.020865964
424,0.11779546,0.077931032,0.014121538,0.088797718,0.046416603,0.083613649,0,0.046825934,0.037713092,0.035920739,0.076234944,0.098524421,0.06567055,0,0.026463659,0,0.020256164,0.094233431,0.013441068,0.03789749
414,0,0.020900538,0.046135727,0.045350749,0.021416781,0.210715666,0,0.036444642,0.033880543,0.047988463,0.025139296,0.083143108,0.013307369,0,0,0,0.023812652,0.2823852,0.024331961,0.048625734
38,0,0.02956859,0.010520856,0.20479098,0.101516441,0.051561698,0.042132102,0.110575117,0.097051553,0,0.020728854,0.230387181,0,0,0,0,0,0.016482437,0,0.051382616
424,0.060401179,0.047947023,0,0.031666856,0.013091902,0.134025514,0.024412584,0.042443939,0.061864641,0,0.014910677,0.172444731,0.043586802,0,0,0,0.013590841,0.254285097,0.014936684,0.043337572
424,0,0.084818706,0.013820609,0.126166791,0.020770689,0.12534593,0.010009858,0.036426805,0.256386727,0.011845743,0.031775299,0.093153261,0.043582015,0,0,0,0.050628021,0.031724129,0.017771659,0.020129103
414,0,0.062492941,0,0.03913651,0.014908309,0.113724962,0,0.025577137,0.02635517,0,0.039183639,0.071619034,0.010139546,0,0,0.413056016,0.036893789,0.077345021,0.012476477,0.015809234
414,0,0.025344228,0.013513709,0.058027301,0.030459575,0.086098097,0,0.055253338,0.033514876,0.011497959,0.023665098,0.160234541,0.012662587,0,0,0.032711644,0.022827379,0.292942703,0.091005437,0.019238019
410,0,0.015121334,0.157063499,0.0425326,0.019584127,0.143712908,0,0.034114603,0.045514036,0.011169033,0.023717877,0.071818829,0.048999384,0,0,0,0.185332894,0.051498923,0.040652465,0.075728171
414,0,0.01763604,0.157576591,0.050532766,0.022841003,0.114942566,0.010643353,0.043928433,0.036492877,0.013026465,0.026811069,0.093641095,0.014303099,0.010193196,0,0,0.117596202,0.124572366,0.018482225,0.108769044
414,0,0.094787218,0.070064887,0.090451412,0.019585658,0.135472625,0,0.033760235,0.061645053,0.011552682,0.079764128,0.11931923,0.06899,0,0.033107709,0,0.020861072,0.086131968,0.026979974,0.01871095
424,0,0,0,0.125560224,0.028129108,0.150682971,0.055633638,0.023121882,0.18148686,0,0.033949684,0.119728304,0.041193083,0,0,0,0.052133959,0.04369241,0.036163136,0.0706378
410,0,0,0,0.028895944,0.052966863,0.027401041,0,0.210422412,0.117449678,0.041149657,0.103863113,0.11626111,0,0,0,0,0.046111427,0.048314489,0.044274442,0.117538445
38,0,0,0.011200801,0.133846387,0.128728777,0.037859052,0,0.091295518,0.142769501,0.057590649,0.081439063,0.120143026,0,0.014703725,0.015408861,0,0,0.082775339,0,0.051620442
410,0,0,0.018691203,0.076406591,0.06177377,0.102468446,0,0.031391431,0.126518637,0,0.03830567,0.066273779,0.079929121,0,0,0,0.211373225,0.096155308,0.026216755,0.029013786
38,0,0.019967556,0,0.063563719,0.199928433,0.036057409,0.035768874,0.118970893,0.06563703,0.046686295,0.146207541,0.151308045,0,0,0,0,0.025626665,0.01486812,0.017235164,0.039675508
38,0.021255096,0,0,0.217007995,0.023884058,0.050388593,0.046055749,0.143555358,0.075673744,0,0.04738234,0.176246777,0,0.020277984,0.02043964,0,0.012778083,0.049023829,0,0.06674321
414,0.03216134,0.038487434,0.109913222,0.037023686,0.017141415,0.134359121,0,0.045607869,0.027527109,0,0.020235714,0.121646829,0.116211973,0,0,0,0.052395985,0.070662007,0.059653606,0.084341243
424,0,0.076641075,0,0.096931435,0.029038737,0.161226854,0.038636327,0.088996291,0.074074328,0.058359645,0.013423208,0.181012854,0.041742213,0.021744622,0,0,0.028757138,0.052157827,0,0.0109121
38,0,0.030947216,0,0.063925795,0.227941349,0.035855334,0.04792814,0.035901662,0.250117064,0.02775662,0.02901992,0.12180692,0,0.012601888,0,0.01205821,0.023126511,0,0.01595681,0.042806052
410,0,0.013069967,0,0.059858155,0.016967237,0.07648886,0.028774377,0.140490249,0.206201255,0,0.035683807,0.202972278,0,0,0,0,0.046541281,0.043886311,0.068087213,0.014992168
38,0,0.012749599,0.0154009,0.112513259,0.098903865,0.048454855,0.011352289,0.076133713,0.061800975,0.01256825,0.107659683,0.179350644,0,0.015221599,0,0,0.029173099,0.078969181,0.048196964,0.08331681
38,0,0,0,0.171648204,0.295418501,0.059651129,0,0.161207035,0.086343452,0.047902159,0,0.101485394,0,0,0,0,0.01089993,0.01219006,0,0
424,0,0.057487026,0,0.054540139,0.027239557,0.130886257,0.018840298,0.046907272,0.047443755,0.049960654,0.059650276,0.282899559,0.021103546,0,0,0,0.066746928,0.08546076,0,0.022220612
414,0.053855598,0.036381193,0.010863932,0.105841137,0.022080673,0.211154506,0.031376865,0.028049819,0.050664902,0.058958508,0.021694385,0.06094414,0.010015913,0.077581264,0.027588353,0,0.0180101,0.095897488,0.013178383,0.063111238
410,0,0.018244153,0.015722224,0.075701728,0.023915641,0.288540095,0.012299284,0.040208444,0.037379537,0.013475632,0.031075433,0.086486429,0.023082742,0.01054467,0,0,0.227722257,0.035147235,0.019279499,0.022546997
410,0,0.048488352,0.020777367,0.027623285,0,0.06059764,0,0.018145485,0.0658601,0,0.05691395,0.095860399,0,0.01864136,0.041586008,0.369087189,0.026771322,0.101453796,0,0.010041477
414,0,0,0,0.059114408,0.030001242,0.09455952,0,0.032926504,0.02167304,0.011979076,0.023613064,0.265075237,0.022556441,0,0.026754489,0,0.040869232,0.310493737,0.031133357,0
410,0,0.012124518,0.045832507,0.063930951,0.01372836,0.075014345,0,0.010240476,0.254260451,0.011311039,0.146326289,0.17459774,0.019153051,0,0,0,0.027430883,0.067028113,0.05580911,0
424,0,0.044048022,0.024481125,0.070180118,0.010890179,0.357446998,0,0.021047911,0.042855803,0.023843126,0.014127907,0.187993988,0.038447089,0,0,0.01764684,0.036341168,0.035564683,0.045053121,0.012889381
414,0.0288286,0.046745002,0.132835492,0.066160582,0.015496468,0.072880454,0,0.025402106,0.095231496,0,0.01750013,0.254241765,0.033145938,0,0,0,0.018402768,0.043881878,0.106559701,0.014226344
410,0.019962247,0.010429809,0.027939418,0.058466725,0.010219723,0.090503193,0.018874796,0.083999217,0.031320121,0,0.03187304,0.060318418,0,0,0,0,0.043020576,0.208392218,0.24544391,0.039434671
38,0,0.013957878,0.010155274,0.081601702,0.179941356,0.011831914,0.033449519,0.125740543,0.067474678,0.016494466,0.063791543,0.20894143,0,0,0.040838227,0,0.049519341,0.029476818,0.02866926,0.030674221
410,0,0.055719055,0.012330787,0.094652265,0.049336974,0.083707735,0,0.0583896,0.076295272,0.010568806,0.054369032,0.093538009,0.011299768,0,0,0,0.020222778,0.162324339,0.167795241,0.017881582
414,0,0.010745285,0.046837401,0.040507432,0.014869597,0.212770149,0,0.02464227,0.041717522,0.027783226,0.09498249,0.092930354,0.245677024,0.026074693,0,0,0.058353223,0.020403821,0.011287305,0.013191512
38,0,0,0.011894712,0.066907145,0.119368866,0.028202914,0.067799613,0.132413894,0.067784354,0.140450194,0.023111612,0.228431806,0,0,0,0,0.018150926,0.036063191,0,0.037583701
414,0,0.014326639,0.012572914,0.12202853,0.041857198,0.199784607,0,0.059314229,0.100012422,0.012261493,0.057753306,0.104166247,0.010005653,0.031000754,0,0,0.026554855,0.067341216,0.033335745,0.087204956
410,0.059562113,0,0.030724932,0.089589797,0.061603416,0.052350584,0.021670459,0.156466007,0.072920561,0.026071141,0.099419646,0.18584168,0,0,0,0,0.03428857,0.061296422,0.019111769,0.012303565
414,0,0.06869901,0.016281702,0.051814802,0.024469413,0.358670413,0.011402152,0.041639265,0.076659285,0.014284404,0.063390404,0.121735409,0.014920333,0.010919902,0,0,0.026062855,0.036397949,0.019679438,0.023682401
410,0,0.012912242,0.01251467,0.082078569,0.057515446,0.091062121,0,0.034528963,0.052804645,0,0.053138226,0.091062404,0.060259715,0,0,0,0.175237685,0.072389111,0.01373024,0.152574077
414,0.047128517,0.046370242,0.023798376,0.038434852,0.014924396,0.084092066,0,0.086217925,0.127131477,0,0.077626958,0.090339273,0.107865624,0.03026347,0,0,0.155387148,0.021266606,0.012145313,0.01600286
414,0.072921365,0.017069299,0.046904702,0.061855324,0.022106998,0.063400358,0.010301324,0.047039639,0.043158792,0.012607854,0.080400266,0.103611432,0.077866383,0,0,0,0.079818085,0.161651745,0.018398253,0.06212189
414,0,0.113191888,0.011395157,0.040701389,0.016217658,0.105182044,0.046570547,0.050346117,0.082196221,0,0.020306997,0.214003757,0,0,0.073394977,0,0.016985422,0.14535585,0.012833542,0.016544303
414,0,0.066487484,0.038282286,0.059778426,0.018043403,0.237441987,0,0.030704208,0.055072386,0.01040362,0.073335752,0.136899799,0.037505709,0,0,0,0.019218385,0.153457224,0.014501739,0.017217472
424,0.043702241,0.014713855,0.041332178,0.063756488,0.019042883,0.100643344,0,0.080703206,0.059711363,0.010860357,0.022463316,0.135038093,0.011611482,0,0,0.030942108,0.076022334,0.204235226,0.015451976,0.047940057
38,0.02978066,0,0,0.12499392,0.129776299,0.087362245,0,0.123487018,0.043727286,0.040581513,0.013480028,0.240218937,0,0,0,0,0.010608545,0.014166632,0.052453294,0.05876378
38,0,0.019674953,0.021676939,0.310122401,0.058142193,0.014570384,0.076478958,0.046852827,0.054368895,0,0.037081923,0.121771775,0,0.025145639,0,0.110458374,0.016896365,0.018392477,0,0.056254398
38,0.012837977,0.037016246,0.013481867,0.184208319,0.177064195,0.018385967,0,0.063876979,0.150447994,0.035596281,0.035522845,0.143666908,0,0.012338361,0,0,0,0.013272409,0,0.080139823
38,0,0,0,0.19543691,0.024826448,0.134857774,0,0.050728269,0.025943318,0,0.026057525,0.265924484,0,0.014331288,0.015332947,0.078447826,0.017069887,0.058875792,0.017859373,0.047389157
38,0,0.106325403,0.02451624,0.068162814,0.017340979,0.106128298,0.041798849,0.115935393,0.067806587,0.014456293,0.018020127,0.308561713,0,0.012193869,0.02951459,0,0,0.040386233,0,0
410,0.014291821,0,0.015817618,0.238620475,0.017676933,0.027648779,0.019320376,0.084805854,0.04445336,0,0,0.1557955,0,0.021289578,0,0,0.172499537,0.055496968,0.017275607,0.089274392
414,0.010570144,0.022005826,0.018232701,0.136985362,0.027401527,0.141605437,0.012768446,0.046628803,0.05210004,0.055526886,0.072051182,0.115338042,0.052907001,0.01222841,0,0,0.063861027,0.096204959,0.02640461,0.026147233
38,0.01377786,0.029874291,0.016001808,0.163101301,0.078693226,0.07265389,0,0.043590054,0.094678789,0,0.027343733,0.292799503,0.024504039,0,0,0,0.028338674,0.03054516,0.041393433,0.029330736
410,0,0.03819998,0.011434465,0.069324754,0.017181043,0.174142107,0,0.030181699,0.051466264,0,0.044391293,0.120894782,0.038795035,0,0,0,0.167932823,0.111630321,0.020686924,0.064809546
38,0,0.034315225,0,0.141195908,0.095699087,0.02973525,0,0.04415248,0.136851624,0.014865213,0.067203231,0.291885018,0,0.013242944,0.028726432,0,0.010550447,0.043664042,0,0.028290775
414,0,0.014989249,0.012671021,0.040324189,0.019043,0.318411916,0,0.032405209,0.085587151,0.010860424,0.022352921,0.12245439,0.067078412,0,0,0,0.020283075,0.028326228,0.015938625,0.156829879
414,0.072659507,0.049894962,0,0.077861562,0.010240552,0.118740067,0.034580715,0.071586825,0.037368845,0,0.031192143,0.248089537,0.022069488,0,0,0,0.011231104,0.154442921,0,0.02848175
38,0,0,0,0.117808081,0.149028674,0.05936411,0,0.133889183,0.016444722,0.051342376,0.027498612,0.040108174,0,0,0,0,0.294591397,0.01833925,0,0.0434996
414,0.042188559,0,0,0.041939542,0,0.11794243,0,0.010964512,0.060542863,0,0.049360376,0.101412728,0.20287782,0,0,0.093391754,0.060212031,0.168187574,0,0.01430122
410,0,0.011267066,0.030959768,0.074562632,0.018372698,0.048286572,0,0.045991082,0.039134037,0,0.026873073,0.25759843,0,0.049006086,0.045919366,0.024320792,0.066029891,0.204941154,0.012964034,0.01392438
414,0,0.010682564,0.083782658,0.050742108,0.013814161,0.149645373,0,0.056520164,0.021699622,0,0.016405698,0.06726189,0.028677927,0.026087299,0,0.162079573,0.114183232,0.150246561,0.011933921,0.013457056
414,0,0.010579455,0.164017111,0.051014733,0.013448549,0.1346156,0,0.03016655,0.090999879,0,0.015786083,0.092522703,0.053178627,0,0.042317744,0,0.117322668,0.045318358,0.011144673,0.100174449
38,0.024566786,0.028309397,0,0.09579394,0.25353229,0.046121258,0.017063418,0.165147081,0.051663015,0.015109302,0.047054976,0.122897968,0,0,0,0.012234608,0.021157464,0.013717921,0.019115951,0.05178491
410,0.020886067,0,0.125055999,0.024364071,0.010938524,0.042962003,0,0.059627444,0.018120717,0,0.026888901,0.091293857,0.110642128,0,0.018074131,0.017397039,0.272422731,0.046190105,0.044851355,0.046000365
414,0,0.064774677,0.037667535,0.048353292,0.018650776,0.129668191,0.033791479,0.033872113,0.027809799,0.010025662,0.020634817,0.262290865,0.010732322,0,0,0,0.145168319,0.099246569,0.01851503,0.016774619
414,0.010241789,0.07093098,0.018092152,0.090839639,0.026347408,0.212824956,0.012277252,0.079705089,0.056661136,0.015026204,0.030926932,0.178258553,0.016092293,0.050123949,0,0,0.029258894,0.043749839,0.021175789,0.026859209
410,0.028855491,0.013601945,0.016898375,0.08027558,0.037622161,0.030867001,0,0.127019033,0.073208787,0.042015579,0.051855341,0.087660268,0.21290943,0,0,0,0.103668809,0.026386432,0.035224132,0.023916595
424,0.037126467,0.054224007,0.027778311,0.055557579,0.012606581,0.192810267,0.024350725,0.083647497,0.086407378,0,0.014534422,0.286973089,0,0,0,0,0.01304743,0.042977493,0.031328253,0.011760956
410,0,0.099131025,0.072083853,0.066278964,0.020161992,0.114056051,0,0.034309387,0.031895515,0.040846128,0.111461893,0.099563271,0.012824883,0,0,0,0.122645177,0.059349466,0.016258031,0.064846642
414,0,0.097607292,0.020018045,0.098666675,0.011703847,0.115157738,0.018477147,0.070362099,0.121021524,0.021987492,0.058791324,0.180968076,0,0,0.028391415,0,0.03484283,0.054941382,0.02519956,0.027116701
38,0.015778333,0,0,0.318493307,0.115599208,0.028196996,0.063200697,0.068200782,0.043650225,0,0.011380867,0.211220697,0,0,0.014487852,0,0.011695423,0.024096159,0.013730085,0.031196922
414,0.011008359,0.024732111,0.019426251,0.071684025,0.028537534,0.233597755,0.013297798,0.056992587,0.050680138,0.057825226,0.033497732,0.141282231,0.017406264,0.012735372,0,0.04637048,0.030395893,0.051830132,0.023229614,0.068790197
414,0,0,0.148957849,0.034079388,0.020040812,0.024608493,0,0.06255395,0.024798661,0.019380165,0.044811759,0.068069972,0.349826783,0,0,0,0.065620877,0.077805459,0,0.03302402
38,0,0.023726163,0,0.040971033,0.144055799,0.023009628,0.017230412,0.105166242,0.105615065,0,0.036633067,0.336677432,0.037564091,0,0,0,0.036352444,0.015256244,0.025025744,0.030846445
414,0,0.056063697,0.208480537,0.04112364,0.018067276,0.212890759,0,0.029913668,0.042540189,0.010258979,0.020634271,0.06825725,0.076138549,0,0,0,0.020438485,0.128535569,0.014128364,0.022450242
