ICD9,T0,T1,T2,T3,T4
414,0,0.740246117,0.021749288,0.115439191,0.116361596
38,0.119748212,0.098206438,0.021931447,0.013346684,0.746767223
410,0.018726453,0.118668646,0.043681361,0.77448678,0.044436757
414,0,0.473106712,0.360762686,0.08639425,0.075271249
424,0.058203492,0.754695177,0,0.010111573,0.167439774
38,0,0.111054502,0.081866637,0.068956956,0.736785471
38,0.028291404,0.085920788,0.023181453,0.045176785,0.817429602
414,0,0.355033755,0.53562206,0.095607944,0.011728099
410,0,0.088119686,0.41338709,0.074714735,0.420913249
410,0,0.203605816,0.163528278,0.294058055,0.336468518
424,0,0.64510572,0.056136291,0.010363583,0.286127508
410,0,0.208255783,0.329319894,0.145582646,0.315631837
424,0,0.801535964,0.137081042,0.011213413,0.047429517
38,0,0.110285133,0.22777079,0,0.647378862
38,0,0.10411372,0.015060124,0.128505722,0.751735151
38,0.084574044,0.166029364,0,0.100246884,0.640246451
414,0.061577048,0.332865328,0.38732338,0.163322151,0.05491206
414,0,0.692407191,0.094344139,0.087157391,0.124487236
414,0,0.430100828,0.431502819,0.01893568,0.115286112
414,0.262177736,0.535121083,0.130858511,0.059999634,0.011842984
414,0,0.407748789,0.304831564,0.266710401,0.018602252
424,0,0.8580513,0.012170349,0.012117809,0.114264347
410,0,0.124293156,0.453450173,0.374550104,0.043242034
38,0.147410676,0.105067894,0,0.115790807,0.627601504
38,0,0.16006732,0,0.236937433,0.598671913
38,0.194369555,0.173891246,0,0.059112314,0.567330897
38,0,0.136129335,0.013821296,0.014156942,0.831972778
410,0,0.570984006,0.37758103,0.018337928,0.028107889
424,0,0.892643154,0.048979592,0.010623836,0.045070488
414,0,0.832111776,0.018963031,0.023485197,0.119787455
424,0.107280679,0.527083337,0,0.083053365,0.275154859
424,0,0.825228989,0.02666319,0.0157567,0.128038764
414,0.013296413,0.639931381,0.045886118,0.218252555,0.082633495
424,0.122337237,0.262061626,0,0.341147423,0.269477397
414,0,0.89411664,0.066841841,0.013119699,0.022230644
410,0,0.40677464,0.132122248,0.357774436,0.101519488
38,0,0.1769896,0,0.210511118,0.601140738
410,0,0.131788805,0.082533032,0.103302643,0.674679518
38,0,0.2618047,0.026895462,0.030541081,0.679300427
38,0.030135179,0.23058629,0,0.097147167,0.63784802
38,0.216853514,0.023772787,0.011740882,0.049563836,0.698068976
424,0,0.62009865,0.256971538,0.012395109,0.107039221
410,0,0.262416959,0.299519747,0.285160869,0.151410252
410,0,0.163600996,0.438126445,0.165465742,0.231260031
414,0,0.09839759,0.070286952,0.709879279,0.120500624
414,0,0.293054432,0.223146215,0.302384198,0.179725707
410,0,0.254763693,0.072523639,0.133828923,0.537373602
38,0.156250641,0.18327938,0.028660277,0.04732449,0.584485173
414,0,0.662967503,0.243238002,0.036306322,0.049303379
414,0,0.745037913,0.013254048,0.085803606,0.151987582
38,0,0.282925397,0.095652387,0.147794753,0.472232819
414,0.048646454,0.881825984,0.01597804,0.01671578,0.036833737
414,0.011747712,0.582433641,0.136442617,0.109257162,0.160118848
424,0,0.780334115,0.074575484,0.031911075,0.107268654
38,0,0.206073374,0.078147948,0.048540015,0.666143179
410,0,0.318819851,0.1958967,0.449693829,0.034305859
414,0.177888259,0.668387711,0.034891564,0,0.111325741
38,0,0.143947542,0,0,0.838586748
414,0,0.307382047,0.467603534,0.183862373,0.037719402
414,0,0.556626379,0.322468609,0.033779453,0.081214458
424,0,0.873200893,0.089321941,0.012610869,0.021377452
38,0.023849366,0.274354309,0.036310073,0.018782973,0.646703303
410,0.153840706,0.184056252,0.069708861,0.112495959,0.479898214
414,0,0.325392604,0.447038382,0.210065231,0.014821297
410,0.062327728,0.062266469,0.638156772,0,0.232598081
38,0,0.20539628,0.256864399,0.02873639,0.508321881
38,0,0.165176868,0,0.117348604,0.708034098
414,0.046494007,0.441537052,0.470521241,0.012859433,0.028588302
424,0,0.649923921,0.018028909,0.187614232,0.139806271
414,0,0.316345602,0.262782872,0.361518174,0.057094738
414,0,0.465766281,0.385255605,0,0.13990961
38,0,0.718276978,0.037399523,0.026858337,0.209775537
38,0.022232288,0.196806431,0,0.194132268,0.582861423
38,0.298995972,0.054898843,0,0,0.634417713
38,0.063668512,0.31688571,0.013510806,0.010403265,0.595531702
38,0,0.086596586,0.162586629,0.038847022,0.710560083
414,0,0.877005935,0.014356128,0.089936309,0.016072191
424,0,0.943140984,0.014211318,0.014755731,0.023720518
38,0.101371109,0.193519175,0.019233106,0.018274032,0.667602599
414,0,0.902466655,0.028328476,0.024572618,0.037764117
410,0.01032896,0.095375881,0.136892825,0.351317376,0.406085014
414,0.016798167,0.77521646,0.05628093,0.058748718,0.092955731
424,0,0.60852468,0.080032364,0.25214228,0.055809274
38,0.026094053,0.221853495,0.134226039,0,0.611681283
410,0,0.766340375,0.116308674,0.012902697,0.101519354
414,0.073416509,0.84633112,0.045474846,0.013361081,0.021416442
424,0,0.403737634,0.164405435,0.403674006,0.024490532
38,0,0.137313142,0.062819526,0.064641304,0.734537721
410,0.013718325,0.379833579,0,0.183193907,0.417948395
414,0,0.157253116,0.733161569,0.012900242,0.094057508
410,0,0.182903841,0.473517984,0.015434103,0.324102312
38,0.086686112,0.217511386,0,0,0.687071741
414,0,0.379576772,0.46406734,0.087513298,0.064527966
414,0,0.800225496,0.028852817,0.105726317,0.056444731
424,0.027905459,0.733064294,0.011406719,0.112669051,0.114954509
38,0,0.144257218,0.021668801,0.059326652,0.773910046
38,0.01456257,0.155636892,0,0.045452137,0.78209269
414,0,0.553180277,0.225992888,0,0.21144256
38,0,0.140954927,0.059700768,0.02086159,0.777306676
410,0,0.411159933,0.533629596,0.019139446,0.031270485
38,0.026247663,0.279885203,0.120599762,0.211012259,0.362255096
424,0,0.610876679,0.075093061,0.206149936,0.104391031
414,0,0.024755178,0.851799607,0.014318283,0.106603615
38,0.088629559,0.16400972,0,0.055037498,0.687401533
414,0,0.067174144,0.121119238,0.732352734,0.076283969
410,0,0.09826415,0.780773997,0.095671363,0.022362012
410,0,0.263517827,0.130872488,0.024027111,0.575671256
410,0.015378285,0.047077656,0.125274405,0.667999506,0.144270152
424,0,0.737134457,0.221222982,0.016333837,0.021820368
410,0.010472569,0.07820043,0.059811473,0.823561788,0.02795375
414,0,0.269483477,0.070103474,0.255828589,0.403327107
38,0,0.144068494,0,0.029171083,0.817180932
414,0.023085263,0.827176273,0.074041642,0.058781013,0.016915813
38,0,0.116375662,0.013023,0.013770052,0.855888724
38,0.011733704,0.155203238,0.061202638,0.035185207,0.736675203
38,0.044797093,0.139875144,0.049898971,0.156000763,0.609427989
410,0,0.053602096,0.84605664,0.063462026,0.033882007
410,0,0.130933478,0.526661277,0.022683218,0.315094441
38,0,0.523084342,0.024634728,0.111150086,0.338445783
38,0,0.139290467,0,0.014639386,0.840206265
38,0.020436548,0.30020225,0.087478727,0.136788622,0.455093801
414,0,0.524189651,0.351975471,0.085514575,0.033854276
38,0.018916227,0.169500664,0,0.043572046,0.764425397
410,0,0.344974607,0.39902097,0.148355529,0.103466623
414,0.014931045,0.277371109,0.140632674,0.404286534,0.162778601
414,0,0.905018926,0,0.068434067,0.015950663
414,0,0.217716739,0.619090319,0.021536861,0.140677437
410,0,0.149507597,0.016442245,0.716099024,0.116600499
414,0,0.804573059,0.029561389,0.107055552,0.054008547
38,0.38868162,0.105269261,0,0.022665072,0.475719094
38,0.017821133,0.12804687,0,0.139676273,0.711921394
414,0,0.763341486,0.125869557,0.091527544,0.016727231
410,0,0.372521728,0.110834666,0.329158068,0.186549604
424,0.016805176,0.756736875,0.092603073,0.084855676,0.048999235
414,0,0.75420773,0.147686139,0.066832654,0.028407315
410,0.01397065,0.115452789,0.385645509,0.020078938,0.464852095
424,0,0.946009696,0.012627202,0.011061221,0.027157569
414,0,0.819737315,0.011712834,0.091565095,0.074357927
410,0,0.293339372,0.028624339,0.361755401,0.315194577
410,0,0.239753082,0.127486959,0.607213914,0.023118503
38,0,0.075598635,0.071650416,0,0.845211148
424,0,0.529927194,0,0.320006728,0.139300868
410,0.036099777,0.180446699,0.016361445,0.479454249,0.28763786
424,0,0.818966687,0,0,0.160482571
414,0,0.479064763,0.158104554,0.239462093,0.120059907
38,0.01860971,0.11432045,0.030898605,0.034881823,0.801289439
410,0,0.261784047,0.121594563,0.495444566,0.119667441
38,0.037992656,0.087895438,0.061763179,0.010386431,0.801962316
38,0,0.156890348,0.015361919,0.011882324,0.812865674
414,0,0.760886133,0.170165688,0.015748918,0.049279723
424,0.267717659,0.224501953,0.052925169,0.124404505,0.330450684
38,0.286954582,0.211847678,0.049341626,0.059791718,0.392064363
410,0,0.245570436,0.021459542,0.227860838,0.503771722
414,0.02447827,0.232951686,0.450783998,0,0.287532777
410,0.017276792,0.067513816,0.319733232,0.01551474,0.579961419
38,0,0.056183841,0.318189532,0,0.615803599
38,0.513969541,0.17299293,0,0.074784815,0.233664289
414,0,0.744312167,0.080951408,0.084033057,0.08844538
38,0,0.157305896,0.011014885,0.06729836,0.763677001
410,0.027858939,0.129196674,0.697035849,0.128666446,0.017242111
38,0,0.073459901,0.061806086,0.045907378,0.817501962
424,0.027168509,0.852291346,0.035948779,0.044526745,0.040064629
38,0.026024751,0.063742481,0,0.030135851,0.876046181
414,0,0.147383288,0.659281254,0.013336267,0.175756395
38,0,0.170013577,0.09069559,0.101055339,0.636913002
414,0.086214304,0.274881691,0.228293121,0.168474227,0.242136702
410,0,0.286664516,0.102594621,0.271918595,0.337932497
410,0,0.018728722,0.079073273,0.786331177,0.114638835
38,0,0.180803746,0.077175312,0.068372056,0.672833323
424,0,0.08879675,0.367184669,0.010233643,0.53104347
414,0,0.563360512,0.025301384,0.056457654,0.348016262
414,0,0.265886158,0.656437278,0.02405045,0.046758272
38,0,0.101431988,0.277983963,0.012313033,0.605588078
38,0,0.136364326,0,0,0.843787789
410,0.064066358,0.129054859,0,0.510284781,0.292904913
414,0,0.545205712,0.310610622,0.074044518,0.067504212
38,0,0.206754342,0,0.182714269,0.603312731
38,0,0.050969772,0.017294731,0.042423185,0.888196766
424,0,0.522245407,0.361572713,0,0.109574415
410,0,0.049002677,0.116895974,0.739111364,0.093997009
414,0,0.440622091,0.385634303,0.048768364,0.121818312
414,0.032468878,0.732318223,0.095554173,0.063115247,0.076543503
424,0,0.912013769,0.011197763,0.011626406,0.061927713
424,0,0.811887443,0.10585539,0.02841272,0.045660365
424,0,0.949972212,0.01341333,0.011739909,0.021729808
424,0,0.939324439,0.015570195,0.016667729,0.023812165
410,0,0.18772985,0.208725929,0.378856957,0.222846225
414,0.408173501,0.418007463,0.112107329,0.046671443,0.015040249
38,0,0.46159935,0.057934597,0.09171515,0.386117607
414,0,0.905830264,0.010752326,0.065381758,0.015512374
414,0,0.817313552,0.017885407,0.137336627,0.023660112
424,0,0.565335393,0.362431377,0.027452547,0.039130256
414,0,0.25531739,0.029804349,0.025762845,0.68184948
424,0,0.865074635,0.01940994,0.080502287,0.030025233
38,0.258198291,0.063357286,0,0.018183114,0.656265795
38,0,0.089355938,0,0,0.89654237
38,0,0.110919364,0.022794669,0.07150612,0.79377079
424,0,0.444895148,0.208823621,0.27900818,0.065231249
38,0,0.21536091,0.122003853,0,0.656664193
38,0,0.117259897,0.380330682,0.051205706,0.447512746
410,0,0.206726491,0.339114994,0.373250663,0.079584911
410,0.01140554,0.147518918,0.139898732,0.693289876,0
410,0,0.085929163,0.71175468,0.190004364,0.010644927
424,0.066382252,0.179770201,0.37196359,0.144881308,0.237002671
414,0,0.06580653,0.904123187,0,0.018131925
424,0.11119549,0.779904366,0.011531131,0.048038665,0.049330328
414,0,0.114010058,0.73736155,0.060048532,0.087844066
414,0.138946339,0.722137988,0.068694487,0.050287627,0.019933598
38,0,0.066408917,0.106311068,0.03413615,0.792287648
414,0,0.154705793,0.781336844,0.014484848,0.047496337
414,0,0.399684608,0.559163868,0.014969252,0.02226657
414,0.158006355,0.572268605,0.15326795,0.012204324,0.104252756
410,0,0.102853097,0.711109757,0.077725314,0.104621135
38,0,0.050363928,0,0.042863052,0.900007129
38,0,0.140191585,0,0.067526765,0.779787838
38,0,0.235151201,0,0.035656705,0.720736802
410,0,0.26554808,0.411506295,0.194214433,0.12684226
414,0,0.465464801,0.329476506,0.01641506,0.186214074
414,0,0.160956994,0.66511035,0.150090098,0.020445924
410,0,0.594557226,0.085455403,0,0.310703814
38,0,0.148614466,0,0.063420154,0.783817351
414,0,0.256167591,0.654082656,0.018480835,0.066797674
414,0,0.192566469,0.641310871,0.041760452,0.122144289
410,0,0.651917756,0.117688864,0.015400603,0.212561563
38,0.066093452,0.064321347,0.021237744,0.045106467,0.803240955
38,0,0.156582102,0.019802358,0.205583736,0.615645528
410,0,0.266772836,0.160921723,0.039255947,0.53090471
410,0.105777442,0.085758671,0,0.136459067,0.667547047
38,0.133510262,0.142213225,0,0.054581847,0.664237916
38,0,0.284575224,0,0.072616801,0.633910179
414,0,0.309105098,0.643184185,0.025888411,0.019525209
410,0.131586239,0.203654572,0,0.3985973,0.260619521
414,0.159657046,0.409561932,0.113931365,0.074491285,0.242358372
38,0,0.535901248,0.030167041,0.028349385,0.404231459
414,0,0.613473833,0.111196525,0.21898219,0.054510899
424,0.036514293,0.59160459,0.240943313,0.069414288,0.061523508
410,0,0.152255327,0.343912184,0.250125051,0.252611995
410,0.03920611,0.222045571,0.090566441,0.232652873,0.415528983
414,0.079802006,0.742644429,0.036418702,0.041012339,0.100122556
38,0.06137928,0.210483313,0,0.048014976,0.67833364
410,0,0.139682025,0.037204713,0.790497839,0.031651668
424,0,0.575345814,0.010322155,0.14081718,0.270884931
414,0.011018474,0.839343965,0.037751798,0.043312795,0.068572998
414,0,0.235044762,0.606586218,0.103117794,0.050623991
38,0.030337933,0.104330838,0,0.027729472,0.834693372
410,0,0.507223308,0.065021038,0.316697925,0.10659191
38,0,0.191144258,0,0.055862423,0.744891047
424,0.021290259,0.783071995,0.031289786,0.014228265,0.150119692
410,0.01114117,0.098377421,0.081899181,0.784373462,0.024208773
414,0,0.440296024,0.478200167,0.015998382,0.061583642
410,0,0.649370909,0.025803335,0.015977452,0.304673731
414,0.060224194,0.852897227,0.023566619,0.020667525,0.042644385
414,0,0.694159448,0.012205495,0.265755057,0.02495138
410,0,0.286338776,0.214831904,0.437948853,0.056956537
38,0.147451296,0.110878929,0,0.056732856,0.682737112
414,0,0.648239315,0.089831613,0.22011134,0.035905633
38,0.028982127,0.076813392,0.015061192,0.017812423,0.861330867
410,0.020910786,0.427124828,0,0.518137395,0.02777618
424,0,0.927620053,0.0139886,0.037377492,0.017868739
424,0,0.772760332,0.078443095,0.013650997,0.132927001
410,0,0.198265448,0.700381577,0.013185561,0.085783355
410,0,0.799327016,0.066231169,0.019713145,0.111037068
410,0,0.190150112,0.113508083,0.631932616,0.063320577
410,0.101399742,0.452331752,0.017708363,0.074969888,0.35359019
410,0,0.217505455,0.142529503,0.542511761,0.094381653
424,0.142891943,0.689078152,0,0.106705979,0.053104363
410,0,0.047101982,0.738623559,0.093684807,0.118111283
410,0,0.293439031,0.096304297,0.480489224,0.128780872
410,0.025435375,0.099040575,0.6654796,0.098282084,0.11176236
414,0.019598311,0.195890471,0.533944011,0.213329896,0.037237331
414,0,0.741277099,0.01164794,0.116839252,0.126926973
424,0,0.437373787,0.211716637,0.107460335,0.241709262
424,0,0.451200545,0.011868582,0.187748566,0.347235471
38,0,0.320593923,0,0.012569467,0.655956507
424,0.04973172,0.836983263,0.025162457,0.056963768,0.031158764
410,0.028959658,0.528195024,0,0.412568033,0.023102148
38,0,0.258802205,0.036127634,0.147070646,0.556822419
38,0,0.183675051,0,0.016575797,0.787162662
414,0,0.765378058,0.010270541,0.20295462,0.01892017
38,0.201177582,0.186017707,0,0.065360531,0.542392313
38,0,0.162245259,0.151004583,0,0.68092829
38,0,0.217408836,0.478633434,0.070147008,0.232205138
38,0,0.28419587,0.08427953,0.095325693,0.535041392
410,0.016660394,0.061685879,0.310407281,0.210649416,0.400597036
410,0.083862036,0.256108493,0.467363209,0.014076401,0.178589895
414,0.012040596,0.5979231,0.055629894,0.271620005,0.062786378
424,0.065732688,0.136145517,0.023876209,0.13614282,0.63810277
38,0.063327171,0.126592487,0.095924765,0.125971973,0.588183641
414,0,0.254370093,0.53100431,0.121386796,0.090498582
414,0,0.735767484,0.060355328,0.034034882,0.165520698
410,0,0.185691193,0.083138876,0.461190492,0.26723963
38,0.036452524,0.04507722,0,0.100865446,0.81347692
424,0.267133623,0.200055003,0.039397255,0.204060391,0.289353758
38,0,0.239146575,0,0.010333744,0.740903258
38,0,0.065718278,0.463223517,0,0.463135242
410,0,0.0896836,0.692185044,0.025827764,0.190757275
38,0,0.155624554,0.101303115,0,0.732867002
38,0.216819614,0.172964603,0.01310933,0.011726121,0.585380316
424,0.237008616,0.359403282,0.136413679,0.064434864,0.202739581
410,0,0.094277896,0.092327766,0.03311304,0.778788447
414,0,0.554615378,0.301369816,0.012666524,0.127859712
414,0.209591031,0.500425816,0.241082072,0.018714285,0.030186778
38,0,0.09421929,0,0.012590799,0.882872522
410,0,0.337869018,0.297347337,0.329366118,0.031726927
410,0,0.043151163,0.816320539,0.073490523,0.064859398
410,0.069245324,0.327060491,0.021196695,0.375112295,0.207385182
414,0.310239971,0.446150005,0.130154446,0.065485358,0.047970217
38,0.0152217,0.174751475,0,0.039279051,0.764888942
38,0,0.123061582,0.018682197,0,0.853190541
410,0,0.124390505,0.050407209,0.72725302,0.096962705
414,0.020524755,0.725357234,0.129186988,0.061878514,0.06305252
414,0,0.538226604,0.107914738,0.317673236,0.031195777
410,0,0.082830392,0.416563898,0.054469876,0.444693983
414,0,0.640644014,0.055200841,0.143593863,0.153074503
424,0,0.832707167,0.048968814,0.088241056,0.026775273
424,0,0.723848343,0.05371939,0,0.210825905
410,0,0.086204529,0.866570354,0.016485106,0.025941523
38,0.073671162,0.070139289,0,0.021189041,0.831436038
424,0,0.836168826,0.017907236,0.070237152,0.070696056
38,0,0.176767781,0.081069745,0.036267463,0.703918099
424,0,0.870639861,0.013611159,0.049461223,0.062368158
414,0,0.749257803,0.023569733,0.182858944,0.038109735
38,0.017924858,0.192219988,0,0.045387462,0.73706907
410,0,0.393938035,0.559573889,0.029490642,0.014817093
424,0,0.28322196,0.57691735,0.097203501,0.038966138
410,0,0.579583406,0.073352881,0.271827608,0.073157735
424,0,0.806577206,0,0,0.174527839
414,0,0.214402124,0,0.717117429,0.061939884
38,0,0.125727057,0,0.131618455,0.735180616
414,0,0.336262465,0.629502177,0,0.022000836
414,0,0.645070672,0.286539316,0.015087562,0.050827652
410,0,0.169589043,0.044981644,0.775561392,0
424,0,0.425704211,0.522716343,0.018410828,0.02798005
424,0,0.66346544,0,0.010497923,0.315099329
414,0.076919138,0.178677335,0.053226527,0.577901602,0.113275453
414,0,0.181047231,0.056751531,0.740069807,0.020763777
414,0.084178016,0.173385069,0.071065404,0.486935765,0.18443574
414,0.075648792,0.556146383,0.02108627,0.033930849,0.313187689
410,0,0.367236465,0.577113271,0.022167321,0.029169563
414,0.019339992,0.167364597,0.1727781,0.536790073,0.103727251
410,0,0.065524191,0.75610441,0.107268348,0.069293037
38,0.040608801,0.155431107,0,0.032581102,0.764067888
414,0,0.77938211,0.017571418,0.122525014,0.075529903
424,0.115010783,0.212952197,0.010643877,0.54505533,0.116337799
414,0,0.74304235,0.168202251,0.063649036,0.02170697
410,0,0.086367987,0.375960231,0.192632779,0.342656761
414,0,0.620257854,0.028853767,0.033031024,0.309108764
414,0,0.498971641,0.468391597,0.011266549,0.018299583
38,0.01548323,0.09886378,0,0.061879512,0.821291506
38,0,0.079794563,0.202235967,0.019452617,0.697193801
414,0.271315038,0.053117223,0.048168067,0.21154736,0.415852278
414,0,0.168432221,0.528563321,0.242590025,0.05700665
424,0.25549072,0.467306882,0.039681856,0.217439771,0.020080796
38,0,0.324147373,0.022563618,0.168779686,0.482998729
38,0,0.111575134,0.020909615,0.170307145,0.69585681
38,0.01732273,0.185788691,0,0,0.784544468
414,0,0.661760271,0.167462587,0.12694335,0.036970645
410,0,0.111424603,0.462005496,0.28369686,0.14116101
38,0,0.360621899,0.060892779,0.033646937,0.544106364
414,0,0.406316608,0.529759526,0.041846801,0.018489022
38,0.028986353,0.053571288,0,0.031441029,0.877709806
414,0.125895858,0.508302033,0.040493809,0.271988213,0.053320054
424,0.100319006,0.733419836,0.01034663,0.030548004,0.125366554
424,0.206327096,0.520202935,0.249774292,0,0.014970225
414,0,0.243425891,0.208568975,0,0.53742981
414,0,0.739232242,0.10419748,0.120792381,0.032553572
414,0,0.161483303,0.535070121,0.159023419,0.137168884
38,0,0.36714223,0,0.10481897,0.522300899
410,0,0.204239145,0.640724421,0.03513781,0.118933663
38,0,0.187172428,0.077769645,0,0.730170369
410,0,0.075455524,0.216611192,0.666944444,0.039978869
410,0,0.147279039,0.815170825,0.013727086,0.020428455
410,0,0.668152511,0.131050721,0.080771297,0.118455194
414,0,0.611128092,0.015121398,0.103797399,0.265910745
38,0,0.432662845,0.189377204,0.061628543,0.313526541
424,0,0.578688323,0.248227522,0.031636279,0.138139382
410,0,0.42041114,0.266247392,0.056830697,0.253203124
414,0,0.302025884,0.280881792,0.373544455,0.043008588
414,0.024184104,0.271725029,0.536550403,0.111954808,0.055585667
38,0,0.062416013,0.05809094,0.011527251,0.866682112
414,0.027558757,0.372942805,0.229267329,0.353695035,0.016536124
414,0.050559372,0.720794201,0.010412708,0.01142045,0.206813335
38,0,0.090527162,0,0.064946525,0.828366578
410,0,0.288444579,0.042091873,0.013845332,0.652310729
38,0,0.037440926,0,0.114294864,0.839447916
424,0,0.820587754,0.013139327,0,0.157491311
414,0,0.614396453,0.026504021,0.173680022,0.177700087
424,0,0.869744956,0.020661192,0.070455663,0.032938823
414,0,0.816211164,0.097669058,0.029939018,0.047433686
414,0.010130705,0.100691959,0.671729863,0.1478872,0.069560267
414,0,0.488115549,0.245251223,0.228175789,0.033654116
424,0.165006801,0.41427955,0.244753137,0.134044185,0.041916329
414,0.113552108,0.137778521,0.116502069,0.491423965,0.1407433
414,0.015580648,0.788532555,0.102205649,0.060001828,0.033679362
410,0.068589687,0.269661069,0.161094204,0.413838834,0.086816221
414,0,0.687404811,0.210939854,0.087365232,0.01253002
410,0,0.244410992,0,0.544751465,0.200873449
38,0,0.088900112,0.040731523,0,0.86259079
414,0,0.680165708,0.012846944,0.17229782,0.130883053
410,0,0.249885485,0.031297054,0.440300643,0.277499199
414,0,0.751799464,0.023317501,0.148227826,0.073651999
410,0,0.091868296,0.799464703,0.093764603,0.012794273
410,0,0.551208496,0.154437259,0.124953791,0.162530556
414,0,0.651390553,0.230904415,0.052174546,0.062303737
410,0,0.450052798,0.350297362,0.043399688,0.154143393
424,0,0.956077814,0.011987183,0.011919416,0.016788572
38,0,0.126284465,0.186937824,0,0.680472374
38,0,0.10301055,0.027965698,0,0.863218904
410,0.174417302,0.205065936,0.092084944,0.062485382,0.465946436
414,0,0.258481324,0.313456506,0.117649563,0.306611389
38,0.066862136,0.023532709,0,0.073948644,0.829490662
410,0,0.23537527,0.135810867,0.26683712,0.360861659
410,0,0.452564985,0.318289876,0.015949292,0.210329533
414,0,0.814053535,0.05629196,0,0.117861487
38,0,0.106403366,0.026372418,0.028929614,0.837315917
424,0.478742242,0.410534799,0.095479123,0,0
38,0,0.064924404,0.049102522,0.03927191,0.845442891
38,0,0.082778759,0.018698767,0.062381864,0.835571587
410,0,0.116786465,0.636910558,0.233182579,0.011574474
424,0,0.65754962,0.19966054,0.086519204,0.054014452
410,0.042385265,0.156335801,0.180506393,0.158776104,0.461996377
424,0,0.641895175,0.049002666,0.191629961,0.113428213
38,0.116708942,0.038906675,0,0,0.824904323
424,0,0.666194737,0.027297439,0.171533406,0.126755998
38,0,0.07830061,0.190869704,0,0.722252071
414,0,0.245991811,0.674546063,0.042023711,0.031780858
410,0,0.153034657,0.31795612,0.025459254,0.501331449
410,0,0.050886508,0.790913284,0.134574175,0.020629441
414,0,0.038291741,0.621542633,0.091817223,0.246871889
414,0,0.772547364,0.172796696,0.021102272,0.02856729
424,0.317961901,0.358375728,0.027738733,0.102641381,0.193282261
38,0.041333072,0.192541942,0,0.024602197,0.732970595
38,0,0.190749675,0,0.051548515,0.752940357
38,0.195081308,0.09501899,0.034822397,0,0.672077298
414,0,0.189256862,0.741059542,0.043232441,0.022411836
410,0,0.192433238,0.010341711,0.324516237,0.470081031
414,0,0.535585105,0.122047894,0.251587033,0.086976916
424,0.170797661,0.770009398,0,0.034682106,0.015431723
414,0,0.321642578,0.345334947,0.206255496,0.122116044
414,0,0.52565217,0.117043056,0.079528339,0.27608633
38,0.079905339,0.131213173,0.059821088,0.083443373,0.645617008
410,0.064712383,0.126992449,0.269662738,0.367380619,0.171251759
410,0,0.18838954,0.640831053,0.141711831,0.027167927
424,0,0.931608617,0.010403533,0.033574946,0.021672014
38,0.041605443,0.084645085,0,0.275314718,0.595371783
414,0.089524455,0.799073875,0.029334074,0.028862158,0.053205438
414,0,0.682949603,0.127789646,0.156463206,0.028998021
414,0.029258601,0.339053035,0.25042519,0.316543758,0.064719409
410,0,0.14977099,0.640488207,0.118500203,0.088810369
414,0.083655961,0.331336707,0.500801563,0,0.076902822
410,0,0.133771598,0.750275791,0.099408716,0.014247512
410,0,0.720138371,0.20016484,0.040621519,0.034901377
38,0,0.29215008,0.084771372,0,0.613979042
38,0,0.168335378,0.022419252,0.070518509,0.73787272
38,0.154084861,0.089394942,0.021821117,0,0.731417
414,0.674757659,0.260384768,0.04491682,0,0.016086629
38,0.089195736,0.088346712,0,0.050317593,0.770053566
410,0.034740172,0.151765615,0.043201316,0.555832326,0.214460522
38,0,0.113182001,0.023213997,0.060327105,0.802444756
424,0,0.548956513,0.393560231,0.010612158,0.044394925
410,0,0.06476856,0,0.715390921,0.209883288
410,0.213542953,0.274347395,0.045060195,0.069804065,0.397245377
410,0.200053528,0.195345834,0.587705433,0,0
38,0.054011516,0.361361772,0.05682651,0,0.522343278
410,0,0.144714579,0.243603587,0,0.602092743
414,0.117950946,0.275460511,0.327188522,0.266356647,0.013043429
410,0,0.393243253,0.423246324,0.160525352,0.019677011
410,0,0.150841206,0.042372536,0.778457761,0.027173482
414,0,0.629525363,0.323958009,0.013687817,0.029433724
424,0,0.881546199,0.015977155,0.016179563,0.082370073
414,0,0.23040241,0.532911897,0.082497306,0.150601625
38,0,0.248264462,0.140798911,0.025312953,0.57875526
414,0,0.593040586,0.330666363,0,0.066234119
38,0,0.055272259,0,0.039455004,0.896780193
424,0.029594263,0.887805104,0.010854978,0.010956303,0.060789365
410,0,0.018633151,0.905213118,0.060058612,0.013879088
410,0,0.231246337,0,0.539965689,0.21764046
38,0.133736342,0.180870309,0.034991253,0.081813015,0.568589151
414,0,0.41198957,0.524813414,0.039506271,0.02038331
410,0,0.17438671,0.398044258,0,0.41651693
410,0.036980502,0.113716722,0.164112747,0.498690754,0.186499253
38,0,0.087341428,0,0.030344175,0.87777251
414,0.010135543,0.752349675,0.054823432,0.036988575,0.145702749
410,0,0.092624269,0.6370067,0,0.258486837
410,0,0.100309983,0.345896274,0.028514188,0.524245739
38,0,0.359407872,0,0.139567867,0.496830642
38,0.0243963,0.346529514,0.01434697,0.181993097,0.432734072
410,0,0.177601859,0.199303314,0.459739149,0.16067037
38,0,0.151718929,0,0,0.828841984
414,0.062176846,0.529750347,0.238411784,0.122698486,0.046962533
38,0.549084187,0.072108045,0,0.052152086,0.321812212
424,0.118103698,0.5432868,0.066058695,0.241691023,0.030859772
424,0,0.22840409,0.070703052,0.368359745,0.330966294
424,0,0.859332561,0.020296644,0.081369109,0.033090897
410,0,0.13512221,0,0.681776106,0.175195128
